symbol,HEK293T_HS_rep1,HEK293T_HS_rep2,HEK293T_CTRL_rep1,HEK293T_CTRL_rep2,U2OS_ERR468934,U2OS_ERR468935,U2OS_ERR468936,U2OS_ERR468937,U2OS_ERR468932,U2OS_ERR468933
ABCA5,3.9800015920006366,7.630004959503225,6.389991373511645,6.389991373511645,6.519538834615465,2.83525629866363,4.276449727831271,4.142414406236675,4.608521879861256,5.123332110875241
ABCA6,0.0200000080000032,0.2200001430000929,0.0299999595000546,0.0299999595000546,0.0893087511591159,0.0945085432887876,0.0,0.0,0.0,0.0
ABCA7,9.430003772001507,10.960007124004632,7.909989321514415,7.909989321514415,5.179907567228725,3.591324644973932,6.278192153624633,6.03351663517081,5.512153621010523,6.706907490600316
ABCA8,0.0,0.0300000195000126,0.0799998920001457,0.0799998920001457,0.0893087511591159,0.283525629866363,0.0,0.1801049741842032,0.0,0.0931514929250044
ABCA9,0.0100000040000016,0.0,0.4299994195007836,0.4299994195007836,0.0,0.0,0.0,0.0,0.0,0.1863029858500088
ABCA9-AS1,0.1200000480000191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB1,5.860002344000939,6.280004082002654,7.069990455512885,7.069990455512885,6.340921332297233,8.222243266124527,8.643887747744058,34.21994509499862,46.62739784330213,44.89901958985211
ABCB10,6.350002540001016,9.760006344004124,21.199971380038637,21.199971380038637,20.98755652239225,18.80720011446875,16.923822327162053,16.5696576249467,14.096655161928547,16.487814247725776
ABCB10P3,0.0300000120000047,0.0500000325000211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB10P4,0.0,0.0,0.0299999595000546,0.0299999595000546,0.0,0.0,0.0909882920815164,0.0,0.0,0.0
ABCB11,0.0100000040000016,0.0300000195000126,0.0199999730000364,0.0199999730000364,0.0,0.0,0.0,0.0,0.0,0.0
ABCB4,1.1700004680001872,0.9900006435004184,0.8999987850016402,0.8999987850016402,4.376128806796682,4.536410077861808,4.185461435749755,4.41257186751298,3.795253312826917,3.726059717000176
ABCB5,0.0900000360000144,0.1600001040000676,0.1399998110002551,0.1399998110002551,1.1610137650685075,0.7560683463103014,1.0008712128966806,0.5403149225526097,0.4518158705746329,0.3726059717000176
ABCB6,5.920002368000947,8.680005642003668,10.449985892519043,10.449985892519043,0.6251612581138117,1.3231196060430277,1.0008712128966806,0.9005248709210163,1.1747212634940458,0.931514929250044
ABCB7,27.080010832004334,30.890020078513054,28.64996132255221,28.64996132255221,46.79778560737676,48.19935707728172,45.31216945659518,41.96445898491936,43.01287087870506,38.65786956387682
ABCB8,34.73001389200555,30.87002006551305,35.93995148106549,35.93995148106549,28.132256615121523,24.76123834166237,26.56858128780279,25.755011308341068,27.199315408592906,25.709812047301213
ABCB9,6.810002724001089,6.890004478502911,11.31998471802063,11.31998471802063,14.289400185458552,17.767606138292084,15.740974530102338,12.337190731617923,10.030312326756851,12.482300051950588
ABCC1,24.970009988003994,23.08001500200975,22.62996944954124,22.62996944954124,43.40405306333035,34.02307558396356,40.12583680794874,45.02624354605082,47.62139275856632,48.252473335152274
ABCC10,11.670004668001868,9.130005934503858,17.229976739531402,17.229976739531402,19.20138149920993,11.908076454387247,17.46975207965115,10.35603601559169,11.11467041613597,12.29599706610058
ABCC11,0.3500001400000559,0.5700003705002409,0.9299987445016948,0.9299987445016948,0.0893087511591159,0.1890170865775753,0.0909882920815164,0.2701574612763048,0.6325422188044861,0.4657574646250219
